"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79"
"11",2,1,1,1,NA,NA,NA,1,NA,1,1,2,1,1,1,1,2,1,1,1,1,1,2,NA,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2
"12",2,1,1,1,NA,NA,NA,1,NA,1,1,2,1,1,1,1,2,1,1,1,1,1,2,NA,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
"13",1,1,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"14",2,1,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,1,2,1,1,1,1,1,2,NA,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,2,1
"15",1,1,1,1,NA,NA,NA,1,NA,1,1,2,1,2,1,1,1,1,1,1,1,1,3,NA,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,2,1
"16",2,1,1,1,NA,NA,NA,1,NA,1,1,2,1,1,1,1,2,1,1,1,1,1,2,NA,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1
"17",2,1,1,1,NA,NA,NA,1,NA,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,NA,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1
"18",2,1,1,1,NA,NA,NA,1,NA,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,NA,1,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1
"19",1,1,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,2,1
"20",1,1,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,NA,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1
"21",1,1,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,NA,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,2,2,2,1
"22",1,1,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,NA,4,1,1,2,2,2,NA,1,2,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,3,2,2,NA,2,2,2,2,1,3,4,2,1,1,1,1,1,1,3,1,1,2,3,2,1
"23",1,1,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,2,1,4,6,1,NA,1,1,1,1,1,2,1,1,1,2,1,1
"24",2,1,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,5,1,NA,1,1,1,1,1,2,1,1,1,2,1,1
"25",1,1,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,6,1,NA,1,1,1,1,1,2,1,1,1,1,1,1
"26",1,1,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,4,5,1,3,1,1,1,1,1,2,1,1,1,2,1,1
"27",1,1,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,3,8,1,NA,1,1,1,1,1,2,1,1,1,2,1,1
"28",2,1,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,8,1,NA,1,1,1,1,1,2,1,1,1,2,1,1
"29",2,1,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,4,7,1,2,1,1,2,1,1,2,1,1,1,1,1,1
"30",1,1,1,1,NA,NA,NA,1,NA,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,2,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,3,2,3,1,4,4,1,3,1,1,2,1,1,4,1,1,1,1,1,1
"31",1,1,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,NA,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"32",2,1,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,1,4,1,1,2,1,1,2,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"33",1,1,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"34",1,1,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"35",1,1,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"36",1,1,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"37",2,1,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,2,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1
"38",1,1,1,1,NA,NA,NA,1,NA,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"39",1,1,1,1,NA,NA,NA,1,NA,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"40",1,1,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,NA,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"41",2,1,1,1,NA,NA,NA,1,NA,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,NA,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"42",1,1,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,NA,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"43",2,1,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,NA,1,1,1,1,1,1,NA,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,NA,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"44",1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,2,1,1,1,2,1,1,1,1,1,1,2,1
"45",2,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,5,1
"46",1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,NA,1,1,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"47",2,1,1,1,NA,1,NA,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"48",1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"49",2,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,NA,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"50",1,1,1,1,NA,1,NA,1,1,1,1,2,1,1,1,1,4,1,1,1,1,1,1,2,1,1,1,1,NA,1,1,1,2,1,1,NA,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,2,1
"51",1,1,1,1,NA,1,NA,1,1,1,1,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"52",1,1,1,1,NA,1,NA,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"53",1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,2,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,NA,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"54",2,1,1,1,NA,1,NA,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,NA,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"55",1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"56",1,1,1,1,NA,1,NA,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,NA,1,1,1,1,1,1,NA,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"57",1,1,1,1,NA,1,NA,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,2,2,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"58",1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1
"59",1,1,1,1,NA,1,NA,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,NA,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
"60",2,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
"61",1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1
"62",1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,NA,2,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
"63",1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,NA,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
"64",2,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1
"65",1,1,1,1,NA,1,NA,2,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1
"66",1,1,1,1,NA,1,NA,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
"67",1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,NA,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1
"68",1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1
"69",1,1,1,1,NA,NA,NA,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,4,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1
"70",1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,NA,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1
"71",2,1,1,1,NA,NA,NA,1,1,1,1,3,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,4,3,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1
"72",1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1
"73",2,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,NA,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1
"74",2,1,1,1,NA,NA,NA,1,1,1,1,3,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,NA,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1
"75",1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,NA,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1
"76",2,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"77",1,1,1,1,NA,NA,NA,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1
"78",1,1,1,1,NA,NA,NA,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1
"79",1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
"80",1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1
